n,k,d
2.30495,-0.0498662,0.0005
2.3482,-0.0959358,0.0005
2.44105,-0.0221418,0.0005
2.46123,-0.02807,0.0005
2.2987,-0.0574162,0.0005
2.39164,-0.0156706,0.0005
2.85839,-0.0650669,0.0005
2.99938,-0.0337884,0.0005
2.14944,-0.0941531,0.0005
2.09973,-0.0372717,0.0005
2.36503,-0.027514,0.0005
2.61111,-0.0970455,0.0005
2.8715,-0.0217953,0.0005
2.5222,-0.0575485,0.0005
2.24271,-0.0794885,0.0005
2.47769,-0.0308551,0.0005
2.04409,-0.0666755,0.0005
2.79154,-0.0588551,0.0005
2.14428,-0.0193942,0.0005
2.24165,-0.0681599,0.0005
2.02782,-0.0482038,0.0005
2.7255,-0.0279634,0.0005
2.19194,-0.0264936,0.0005
2.03326,-0.0292055,0.0005
2.04314,-0.00793396,0.0005
2.99592,-0.00653483,0.0005
2.44428,-0.0331288,0.0005
2.48741,-0.0758015,0.0005
2.83926,-0.0932842,0.0005
2.46438,-0.0717949,0.0005
2.40536,-0.0917915,0.0005
2.84598,-0.0785605,0.0005
2.43277,-0.059651,0.0005
2.48006,-0.0651455,0.0005
2.25388,-0.0809454,0.0005
2.38879,-0.0646778,0.0005
2.12097,-0.0265268,0.0005
2.80671,-0.0745262,0.0005
2.1034,-0.0844612,0.0005
2.63378,-0.0395634,0.0005
2.23439,-0.0788693,0.0005
2.25968,-0.024973,0.0005
2.69526,-0.0541682,0.0005
2.79958,-0.0515902,0.0005
2.10863,-0.0742297,0.0005
2.63902,-0.0214586,0.0005
2.16759,-0.0491748,0.0005
2.43808,-0.0882605,0.0005
2.58299,-0.00237736,0.0005
2.13231,-0.0273575,0.0005
2.2155,-0.0888628,0.0005
2.16399,-0.0363547,0.0005
2.99055,-0.0132876,0.0005
2.68781,-0.0285389,0.0005
2.24706,-0.00497565,0.0005
2.70767,-0.091204,0.0005
2.88376,-0.0182984,0.0005
2.62888,-0.0808815,0.0005
2.95178,-0.00048178,0.0005
2.37769,-0.0534959,0.0005
2.95047,-0.0263023,0.0005
2.09254,-0.0152478,0.0005
2.1177,-0.0382007,0.0005
2.83829,-0.064317,0.0005
2.59896,-0.0749551,0.0005
2.3621,-0.00519831,0.0005
2.02145,-0.0194565,0.0005
2.84389,-0.0726265,0.0005
2.91527,-0.0909081,0.0005
2.37652,-0.0555754,0.0005
2.70986,-0.0747445,0.0005
2.91141,-0.00617904,0.0005
2.10781,-0.0672347,0.0005
2.40309,-0.0625905,0.0005
2.02952,-0.0407246,0.0005
2.61996,-0.0208991,0.0005
2.25785,-0.00230405,0.0005
2.60873,-0.038559,0.0005
2.6139,-0.0107348,0.0005
2.23141,-0.0351009,0.0005
2.3781,-0.0842156,0.0005
2.3752,-0.01894,0.0005
2.52433,-0.0167681,0.0005
2.7715,-0.0361558,0.0005
2.49596,-0.071689,0.0005
2.34388,-0.0114518,0.0005
2.44054,-0.0874294,0.0005
2.48438,-0.0101224,0.0005
2.19439,-0.010428,0.0005
2.45899,-0.00349521,0.0005
2.834,-0.0500712,0.0005
2.00301,-0.0358937,0.0005
2.86715,-0.0946474,0.0005
2.71723,-0.0277801,0.0005
2.53687,-0.0943002,0.0005
2.29615,-0.0522873,0.0005
2.72947,-0.0305391,0.0005
2.71742,-0.0329794,0.0005
2.31447,-0.0637893,0.0005
2.00317,-0.0247308,0.0005
2.20419,-0.056521,0.0005
2.59704,-0.00230358,0.0005
2.5091,-0.0590544,0.0005
2.59351,-0.029381,0.0005
2.15894,-0.0366394,0.0005
2.33154,-0.0350212,0.0005
2.62211,-0.00291205,0.0005
2.77708,-0.0262034,0.0005
2.05167,-0.0591277,0.0005
2.20432,-0.0910207,0.0005
2.27222,-0.0555908,0.0005
2.77407,-0.0528964,0.0005
2.50902,-0.024936,0.0005
2.03617,-0.0114996,0.0005
2.29312,-0.0886936,0.0005
2.01312,-0.00193182,0.0005
2.55487,-0.0557846,0.0005
2.74461,-0.0607841,0.0005
2.87768,-0.0876204,0.0005
2.46729,-0.0918921,0.0005
2.74912,-0.0617646,0.0005
2.56403,-0.0881436,0.0005
2.60076,-0.0971634,0.0005
2.55645,-0.076258,0.0005
2.30591,-0.0872573,0.0005
2.64216,-0.0772846,0.0005
2.00076,-0.0992907,0.0005
2.96172,-0.0618974,0.0005
2.42267,-0.0765157,0.0005
2.13328,-0.0190977,0.0005
2.11326,-0.0486328,0.0005
2.23057,-0.0257664,0.0005
2.07352,-0.00951142,0.0005
2.69744,-0.0366587,0.0005
2.89114,-0.0300767,0.0005
2.80087,-0.00364667,0.0005
2.0624,-0.0466479,0.0005
2.61102,-0.0162257,0.0005
2.73671,-0.0470561,0.0005
2.86628,-0.0991467,0.0005
2.39068,-0.0960458,0.0005
2.06703,-0.0281906,0.0005
2.9839,-0.038283,0.0005
2.60692,-0.018722,0.0005
2.06057,-0.0177953,0.0005
2.52881,-0.0629571,0.0005
2.25609,-0.0149882,0.0005
2.84987,-0.092228,0.0005
2.79924,-0.046961,0.0005
2.23383,-0.0874966,0.0005
2.81076,-0.0935867,0.0005
2.2735,-0.0752685,0.0005
2.0118,-0.0815871,0.0005
2.69825,-0.0810326,0.0005
2.29609,-0.00547722,0.0005
2.13713,-0.0206597,0.0005
2.76193,-0.0972306,0.0005
2.71222,-0.000452035,0.0005
2.05266,-0.0676819,0.0005
2.95904,-0.0209051,0.0005
2.92384,-0.0423957,0.0005
2.43866,-0.0617285,0.0005
2.28752,-0.0186105,0.0005
2.05472,-0.0924332,0.0005
2.45253,-0.0450409,0.0005
2.54931,-0.013033,0.0005
2.63253,-0.0939983,0.0005
2.19759,-0.0881604,0.0005
2.44068,-0.0975918,0.0005
2.3632,-0.01854,0.0005
2.96547,-0.0772182,0.0005
2.67192,-0.0854344,0.0005
2.28834,-0.00837726,0.0005
2.95515,-0.080588,0.0005
2.62528,-0.0567513,0.0005
2.635,-0.082325,0.0005
2.56302,-0.0317958,0.0005
2.33942,-0.00890522,0.0005
2.84043,-0.07146,0.0005
2.24167,-0.00494532,0.0005
2.07265,-0.099894,0.0005
2.34557,-0.0346772,0.0005
2.25753,-0.0303375,0.0005
2.8436,-0.00776336,0.0005
2.57302,-0.0900183,0.0005
2.26325,-0.0226917,0.0005
2.69439,-0.0581962,0.0005
2.32288,-0.0839943,0.0005
2.76228,-0.0605174,0.0005
2.44582,-0.0522094,0.0005
2.53247,-0.0815377,0.0005
2.45614,-0.0848493,0.0005
2.63565,-0.0470669,0.0005
2.38309,-0.026477,0.0005
2.02845,-0.0435964,0.0005
2.02693,-0.00655151,0.0005
2.7315,-0.0888788,0.0005
2.9274,-0.00511477,0.0005
2.62988,-0.0880351,0.0005
2.4176,-0.0278485,0.0005
2.88745,-0.0705291,0.0005
2.64942,-0.0211851,0.0005
2.88814,-0.0787781,0.0005
2.9478,-0.0703877,0.0005
2.06357,-0.0914107,0.0005
2.94828,-0.00139101,0.0005
2.1485,-0.0827327,0.0005
2.97157,-0.029545,0.0005
2.55057,-0.0974665,0.0005
2.76961,-0.0132228,0.0005
2.48631,-0.019833,0.0005
2.96989,-0.0576259,0.0005
2.03764,-0.0401804,0.0005
2.04703,-0.040875,0.0005
2.16628,-0.0523414,0.0005
2.80377,-0.0341366,0.0005
2.05444,-0.0942972,0.0005
2.29141,-0.0367219,0.0005
2.39939,-0.0162309,0.0005
2.2064,-0.0697428,0.0005
2.60178,-0.0971556,0.0005
2.86786,-0.0648658,0.0005
2.24687,-0.0292949,0.0005
2.4214,-0.0454304,0.0005
2.26571,-0.0493086,0.0005
2.0249,-0.0428452,0.0005
2.49068,-0.0986831,0.0005
2.21919,-0.0506295,0.0005
2.46675,-0.067084,0.0005
2.67256,-0.054847,0.0005
2.15953,-0.0233564,0.0005
2.60123,-0.0410399,0.0005
2.76809,-0.0944249,0.0005
2.19674,-0.0553174,0.0005
2.67315,-0.0363141,0.0005
2.1084,-0.077216,0.0005
2.48559,-0.0994301,0.0005
2.05537,-0.0141962,0.0005
2.79024,-0.00820946,0.0005
2.87656,-0.0976997,0.0005
2.5086,-0.041178,0.0005
2.03242,-0.0104434,0.0005
2.71028,-0.0155608,0.0005
2.15462,-0.0132095,0.0005
2.3103,-0.00592624,0.0005
2.21003,-0.0784767,0.0005
2.84573,-0.0629106,0.0005
2.15951,-0.081776,0.0005
2.85191,-0.0824221,0.0005
2.5086,-0.0972233,0.0005
2.12965,-0.0215442,0.0005
2.72428,-0.0862886,0.0005
2.65912,-0.0944743,0.0005
2.98561,-0.0904523,0.0005
2.96141,-0.0113099,0.0005
2.66944,-0.0107039,0.0005
2.70929,-0.0355477,0.0005
2.90161,-0.0255542,0.0005
2.50814,-0.0113821,0.0005
2.05158,-0.0289057,0.0005
2.31724,-0.0990125,0.0005
2.55583,-0.0882755,0.0005
2.43686,-0.00337043,0.0005
2.60838,-0.0368498,0.0005
2.09787,-0.0468472,0.0005
2.6739,-0.0396699,0.0005
2.24202,-0.0178511,0.0005
2.6823,-0.00348742,0.0005
2.69672,-0.00778735,0.0005
2.37186,-0.0653216,0.0005
2.44208,-0.0175415,0.0005
2.33358,-0.0552571,0.0005
2.55494,-0.0876264,0.0005
2.28323,-0.054375,0.0005
2.41611,-0.0811609,0.0005
2.38005,-0.0859683,0.0005
2.81906,-0.0198158,0.0005
2.94992,-0.0868746,0.0005
2.81331,-0.0812574,0.0005
2.66304,-0.03079,0.0005
2.25971,-0.0313286,0.0005
2.7825,-0.0710731,0.0005
2.26683,-0.0830043,0.0005
2.2026,-0.0648108,0.0005
2.13149,-0.0344545,0.0005
2.39542,-0.0826009,0.0005
2.71188,-0.0567929,0.0005
2.33051,-0.0238364,0.0005
2.11606,-0.0985742,0.0005
2.96461,-0.0462472,0.0005
2.19028,-0.00347222,0.0005
2.92677,-0.0301382,0.0005
2.48514,-0.0849131,0.0005
2.13194,-0.0973999,0.0005
2.52641,-0.0238317,0.0005
2.16569,-0.0100669,0.0005
2.33327,-0.0356996,0.0005
2.7,-0.0634617,0.0005
2.13425,-0.00453957,0.0005
2.43018,-0.0295288,0.0005
2.36016,-0.0807482,0.0005
2.72982,-0.0123435,0.0005
2.63557,-0.0783418,0.0005
2.86363,-0.0381773,0.0005
2.68383,-0.0247318,0.0005
2.33813,-0.0893974,0.0005
2.84394,-0.0351905,0.0005
2.95988,-0.00703451,0.0005
2.21065,-0.0185633,0.0005
2.52081,-0.0820309,0.0005
2.40835,-0.0169878,0.0005
2.46289,-0.074963,0.0005
2.11178,-0.0704418,0.0005
2.83272,-0.0480767,0.0005
2.28487,-0.0657637,0.0005
2.48643,-0.0917111,0.0005
2.69289,-0.069225,0.0005
2.51623,-0.0321419,0.0005
2.27017,-0.035252,0.0005
2.06743,-0.00972828,0.0005
2.49241,-0.0982403,0.0005
2.82626,-0.0867754,0.0005
2.30501,-0.0423275,0.0005
2.68438,-0.0231457,0.0005
2.28771,-0.0773125,0.0005
2.61365,-0.00124461,0.0005
2.98417,-0.0427686,0.0005
2.52974,-0.0413288,0.0005
2.88939,-0.0540184,0.0005
2.44749,-0.0439195,0.0005
2.07686,-0.0324866,0.0005
2.30217,-0.0423596,0.0005
2.03933,-0.085681,0.0005
2.93569,-0.0256022,0.0005
2.7812,-0.00252864,0.0005
2.37221,-0.0416976,0.0005
2.12785,-0.0801225,0.0005
2.9714,-0.0362693,0.0005
2.28716,-0.0262001,0.0005
2.11193,-0.0929721,0.0005
2.082,-0.0808421,0.0005
2.6853,-0.0471865,0.0005
2.46773,-0.029384,0.0005
2.72505,-0.0378895,0.0005
2.94995,-0.0943548,0.0005
2.205,-0.0776159,0.0005
2.81883,-0.00195867,0.0005
2.69748,-0.00469494,0.0005
2.44715,-0.0258484,0.0005
2.16125,-0.082445,0.0005
2.40683,-0.0591046,0.0005
2.26425,-0.00505419,0.0005
2.42399,-0.00080069,0.0005
2.68846,-0.0682781,0.0005
2.98321,-0.00166448,0.0005
2.50736,-0.0986674,0.0005
2.75235,-0.0650134,0.0005
2.30103,-0.0553901,0.0005
2.63278,-0.0342265,0.0005
2.3773,-0.0199142,0.0005
2.62128,-0.00119272,0.0005
2.79384,-0.0895752,0.0005
2.09379,-0.0648416,0.0005
2.70307,-0.0053108,0.0005
2.80306,-0.0543032,0.0005
2.56029,-0.0900553,0.0005
2.96986,-0.0677189,0.0005
2.08877,-0.0119927,0.0005
2.81395,-0.0824772,0.0005
2.49187,-0.0587914,0.0005
2.83192,-0.0198056,0.0005
2.66368,-0.0926292,0.0005
2.39829,-0.0893367,0.0005
2.34586,-0.0134032,0.0005
2.31611,-0.0987053,0.0005
2.03596,-0.0465881,0.0005
2.08655,-0.0332215,0.0005
2.35779,-0.0623169,0.0005
2.25831,-0.0151691,0.0005
2.1875,-0.0824146,0.0005
2.68877,-0.0860034,0.0005
2.95918,-0.00317431,0.0005
2.61542,-0.0315933,0.0005
2.86335,-0.00414567,0.0005
2.09943,-0.0144591,0.0005
2.55124,-0.0684405,0.0005
2.10767,-0.0555187,0.0005
2.36227,-0.0863538,0.0005
2.83769,-0.0479428,0.0005
2.66367,-0.0251227,0.0005
2.27633,-0.0828681,0.0005
2.5807,-0.00488887,0.0005
2.64728,-0.0800369,0.0005
2.91432,-0.0431249,0.0005
2.51659,-0.0359588,0.0005
2.41385,-0.0454985,0.0005
2.09776,-0.0023184,0.0005
2.9159,-0.0701282,0.0005
2.28241,-0.0787309,0.0005
2.25068,-0.0412509,0.0005
2.63935,-0.0979649,0.0005
2.56569,-0.0317977,0.0005
2.88483,-0.0662664,0.0005
2.27365,-0.0776534,0.0005
2.56162,-0.0502052,0.0005
2.94314,-0.00518197,0.0005
2.71495,-0.0441508,0.0005
2.02761,-0.0887639,0.0005
2.36953,-0.0248952,0.0005
2.10205,-0.0481258,0.0005
2.52363,-0.037319,0.0005
2.78896,-0.00798885,0.0005
2.09186,-0.0844839,0.0005
2.6818,-0.0421608,0.0005
2.87351,-0.0147723,0.0005
2.5222,-0.0246105,0.0005
2.94876,-0.0568022,0.0005
2.20067,-0.0585229,0.0005
2.23428,-0.00693389,0.0005
2.83762,-0.0766405,0.0005
2.80464,-0.0179593,0.0005
2.39186,-0.0741586,0.0005
2.70108,-0.0153881,0.0005
2.12485,-0.0219938,0.0005
2.09185,-0.0276048,0.0005
2.36041,-0.0268499,0.0005
2.3926,-0.0402298,0.0005
2.89072,-0.0526379,0.0005
2.59467,-0.0480618,0.0005
2.86822,-0.093999,0.0005
2.4467,-0.0425893,0.0005
2.29234,-0.0710831,0.0005
2.39221,-0.0883676,0.0005
2.78879,-0.0255216,0.0005
2.451,-0.0948284,0.0005
2.40502,-0.0176457,0.0005
2.30315,-0.0317762,0.0005
2.87905,-0.0326514,0.0005
2.07848,-0.0641646,0.0005
2.40112,-0.0383566,0.0005
2.93366,-0.0700945,0.0005
2.27729,-0.0990915,0.0005
2.00859,-0.0269416,0.0005
2.40604,-0.00475963,0.0005
2.0569,-0.0836752,0.0005
2.681,-0.067151,0.0005
2.22145,-0.000553898,0.0005
2.35841,-0.0311579,0.0005
2.96889,-0.076518,0.0005
2.37355,-0.079985,0.0005
2.19331,-0.0531822,0.0005
2.9469,-0.063095,0.0005
2.79597,-0.0123371,0.0005
2.17472,-0.0760018,0.0005
2.98256,-0.00444998,0.0005
2.4827,-0.00541431,0.0005
2.66061,-0.05774,0.0005
2.05239,-0.0589244,0.0005
2.98486,-0.0228668,0.0005
2.4825,-0.0300598,0.0005
2.76581,-0.0441943,0.0005
2.27216,-0.0552063,0.0005
2.867,-0.0230458,0.0005
2.54809,-0.0104002,0.0005
2.89725,-0.0933876,0.0005
2.97885,-0.0549202,0.0005
2.67553,-0.0210761,0.0005
2.10041,-0.06128,0.0005
2.25677,-0.00976505,0.0005
2.732,-0.0398379,0.0005
2.34461,-0.0924545,0.0005
2.26194,-0.0408368,0.0005
2.82231,-0.00416576,0.0005
2.02313,-0.0314523,0.0005
2.70697,-0.0334594,0.0005
2.84018,-0.0813303,0.0005
2.58215,-0.0840736,0.0005
2.55403,-0.028789,0.0005
2.48413,-0.0224642,0.0005
2.83047,-0.0944399,0.0005
2.40497,-0.0346342,0.0005
2.30358,-0.0901722,0.0005
2.11722,-0.0906039,0.0005
2.66553,-0.0438073,0.0005
2.31741,-0.026115,0.0005
2.76994,-0.0312755,0.0005
2.40104,-0.0857575,0.0005
2.63234,-0.0147558,0.0005
2.31406,-0.0513695,0.0005
2.00328,-0.03244,0.0005
2.61653,-0.00482536,0.0005
2.77865,-0.00297899,0.0005
2.30762,-0.0152128,0.0005
2.62289,-0.0921418,0.0005
2.89199,-0.000369692,0.0005
2.09785,-0.0953918,0.0005
2.18451,-0.0661572,0.0005
2.42172,-0.0905267,0.0005
2.50337,-0.0253078,0.0005
2.63673,-0.0578005,0.0005
2.3134,-0.0197342,0.0005
2.70599,-0.055768,0.0005
2.59378,-0.0629574,0.0005
2.99418,-0.073736,0.0005
2.7062,-0.00219498,0.0005
2.78594,-0.048644,0.0005
2.25538,-0.0681305,0.0005
2.10577,-0.0987366,0.0005
2.81602,-0.0592289,0.0005
2.62299,-0.0477312,0.0005
2.85109,-0.0937476,0.0005
2.25176,-0.097583,0.0005
2.52626,-0.017733,0.0005
2.32892,-0.0208066,0.0005
2.76465,-0.0905196,0.0005
2.26966,-0.0328644,0.0005
2.93609,-0.0973435,0.0005
2.3781,-0.0765507,0.0005
2.28055,-0.0427489,0.0005
2.75437,-0.0668412,0.0005
2.30197,-0.0620857,0.0005
2.40459,-0.00400904,0.0005
2.76481,-0.0272214,0.0005
2.99921,-0.0884149,0.0005
2.64565,-0.0446837,0.0005
2.3563,-0.0644222,0.0005
2.24801,-0.0343734,0.0005
2.94469,-0.0443624,0.0005
2.14957,-0.0691841,0.0005
2.84619,-0.0798031,0.0005
2.54115,-0.0319139,0.0005
2.09951,-0.0491716,0.0005
2.03741,-0.0310347,0.0005
2.07532,-0.0334778,0.0005
2.13115,-0.0232658,0.0005
2.29491,-0.0275548,0.0005
2.90693,-0.0761413,0.0005
2.81983,-0.028919,0.0005
2.29363,-0.022209,0.0005
2.19244,-0.0155852,0.0005
2.08179,-0.0717618,0.0005
2.2193,-0.00221419,0.0005
2.72686,-0.0188021,0.0005
2.4027,-0.00265996,0.0005
2.77776,-0.0872118,0.0005
2.06321,-0.0876526,0.0005
2.39469,-0.0290483,0.0005
2.72909,-0.0440812,0.0005
2.40138,-0.09681,0.0005
2.19152,-0.0491367,0.0005
2.30129,-0.0887866,0.0005
2.20642,-0.02029,0.0005
2.34727,-0.0231619,0.0005
2.90167,-0.0115022,0.0005
2.40341,-0.0266919,0.0005
2.29401,-0.00505555,0.0005
2.3743,-0.0783863,0.0005
2.97987,-0.000151086,0.0005
2.33306,-0.0445439,0.0005
2.5746,-0.0302277,0.0005
2.64769,-0.0819135,0.0005
2.58877,-0.0726963,0.0005
2.76324,-0.0732957,0.0005
2.50062,-0.0319353,0.0005
2.37757,-0.0408306,0.0005
2.7074,-0.0931535,0.0005
2.9446,-0.0140304,0.0005
2.13723,-0.0992517,0.0005
2.26733,-0.00809029,0.0005
2.97324,-0.0544836,0.0005
2.37362,-0.0212215,0.0005
2.60098,-0.00668272,0.0005
2.69364,-0.00502666,0.0005
2.33338,-0.0695764,0.0005
2.71109,-0.0304197,0.0005
2.11605,-0.0527255,0.0005
2.74728,-0.0933673,0.0005
2.97313,-0.0207657,0.0005
2.31756,-0.0439105,0.0005
2.22321,-0.0768456,0.0005
2.11633,-0.0141897,0.0005
2.6847,-0.0544744,0.0005
2.86331,-0.0953342,0.0005
2.70108,-0.0976551,0.0005
2.8639,-0.0442089,0.0005
2.12072,-0.046158,0.0005
2.9204,-0.063177,0.0005
2.65545,-0.0835032,0.0005
2.40442,-0.0279407,0.0005
2.34581,-0.0696722,0.0005
2.18203,-0.00204603,0.0005
2.5944,-0.0547005,0.0005
2.84044,-0.0693176,0.0005
2.24138,-0.015021,0.0005
2.09664,-0.0809499,0.0005
2.06493,-0.0623025,0.0005
2.84203,-0.0324048,0.0005
2.61028,-0.0677619,0.0005
2.25731,-0.0853626,0.0005
2.25108,-0.0123718,0.0005
2.25226,-0.0700806,0.0005
2.87444,-0.049779,0.0005
2.06315,-0.0386491,0.0005
2.41944,-0.0182691,0.0005
2.60735,-0.00604924,0.0005
2.13122,-0.0731326,0.0005
2.26475,-0.0967048,0.0005
2.27225,-0.0557372,0.0005
2.19603,-0.0828611,0.0005
2.2376,-0.0703429,0.0005
2.38906,-0.0345626,0.0005
2.33773,-0.0356622,0.0005
2.22184,-0.0705294,0.0005
2.37482,-0.0134476,0.0005
2.54248,-0.0909296,0.0005
2.50903,-0.0464719,0.0005
2.73594,-0.0262764,0.0005
2.04297,-0.0591037,0.0005
2.86004,-0.099801,0.0005
2.95593,-0.0824056,0.0005
2.16296,-0.0396486,0.0005
2.34797,-0.0893242,0.0005
2.72059,-0.0514475,0.0005
2.21027,-0.0879387,0.0005
2.49305,-0.0918285,0.0005
2.98086,-0.0963576,0.0005
2.4505,-0.00971962,0.0005
2.14021,-0.0143909,0.0005
2.78567,-0.0502828,0.0005
2.63304,-0.00909096,0.0005
2.94751,-0.0783369,0.0005
2.8055,-0.0655505,0.0005
2.14608,-0.0651849,0.0005
2.50815,-0.00581369,0.0005
2.19155,-0.043059,0.0005
2.12665,-0.0856007,0.0005
2.66846,-0.0702289,0.0005
2.24413,-0.0961269,0.0005
2.04102,-0.0508177,0.0005
2.3181,-0.0960549,0.0005
2.44019,-0.0521064,0.0005
2.46483,-0.0244368,0.0005
2.6554,-0.0294904,0.0005
2.14364,-0.0370997,0.0005
2.53794,-0.0700902,0.0005
2.74473,-0.0463558,0.0005
2.41994,-0.099841,0.0005
2.40332,-0.0144154,0.0005
2.94195,-0.0257347,0.0005
2.87643,-0.0808766,0.0005
2.82663,-0.0249997,0.0005
2.53302,-0.0527522,0.0005
2.01279,-0.0449022,0.0005
2.00797,-0.0244076,0.0005
2.75721,-0.00584781,0.0005
2.1577,-0.000404865,0.0005
2.78786,-0.0765211,0.0005
2.18286,-0.0604429,0.0005
2.95828,-0.0568768,0.0005
2.81594,-0.0502689,0.0005
2.12625,-0.0802196,0.0005
2.0687,-0.0202976,0.0005
2.60636,-0.0105711,0.0005
2.11725,-0.0925034,0.0005
2.97523,-0.0170724,0.0005
2.48805,-0.0859086,0.0005
2.99972,-0.0481912,0.0005
2.53653,-0.0193607,0.0005
2.31212,-0.0623893,0.0005
2.68696,-0.0464199,0.0005
2.8404,-0.0744776,0.0005
2.13666,-0.0180276,0.0005
2.3629,-0.0263666,0.0005
2.80584,-0.0343328,0.0005
2.74611,-0.00439863,0.0005
2.63388,-0.0111484,0.0005
2.54361,-0.0419602,0.0005
2.60025,-0.0458107,0.0005
2.68164,-0.0680384,0.0005
2.48948,-0.0276227,0.0005
2.28053,-0.0513824,0.0005
2.55577,-0.0640338,0.0005
2.20425,-0.089677,0.0005
2.53262,-0.0440645,0.0005
2.00545,-0.0944587,0.0005
2.69992,-0.0678053,0.0005
2.31496,-0.0541856,0.0005
2.53859,-0.0573953,0.0005
2.95243,-0.0787613,0.0005
2.82089,-0.0160299,0.0005
2.17686,-0.0196938,0.0005
2.22804,-0.0734511,0.0005
2.42874,-0.00728037,0.0005
2.74084,-0.0102694,0.0005
2.74626,-0.0984597,0.0005
2.95793,-0.0941011,0.0005
2.61136,-0.051531,0.0005
2.19382,-0.0558164,0.0005
2.10497,-0.0484622,0.0005
2.71357,-0.086196,0.0005
2.07634,-0.0797533,0.0005
2.79568,-0.088578,0.0005
2.66827,-0.0555801,0.0005
2.22661,-0.0963029,0.0005
2.18941,-0.0406493,0.0005
2.51585,-0.00973887,0.0005
2.94532,-0.00789698,0.0005
2.75514,-0.0695355,0.0005
2.04017,-0.099664,0.0005
2.45224,-0.0431639,0.0005
2.72,-0.0921787,0.0005
2.7758,-0.00769605,0.0005
2.47316,-0.0364268,0.0005
2.04838,-0.0336877,0.0005
2.81715,-0.00269399,0.0005
2.18047,-0.0348026,0.0005
2.31835,-0.0245338,0.0005
2.11396,-0.0101938,0.0005
2.40242,-0.00285281,0.0005
2.29043,-0.0246656,0.0005
2.42757,-0.0202446,0.0005
2.80201,-0.00598409,0.0005
2.5876,-0.0504211,0.0005
2.59824,-0.00461176,0.0005
2.60439,-0.0613196,0.0005
2.93386,-0.0792962,0.0005
2.79378,-0.00839419,0.0005
2.13159,-0.0576677,0.0005
2.55157,-0.0241125,0.0005
2.52441,-0.0344835,0.0005
2.96724,-0.0960298,0.0005
2.68687,-0.0816486,0.0005
2.79566,-0.0313553,0.0005
2.01291,-0.0725864,0.0005
2.50848,-0.0910011,0.0005
2.6089,-0.049139,0.0005
2.3169,-0.0375409,0.0005
2.31498,-0.0657237,0.0005
2.85203,-0.064332,0.0005
2.11868,-0.0326945,0.0005
2.43971,-0.0342136,0.0005
2.30073,-0.0304389,0.0005
2.63303,-0.0610224,0.0005
2.70023,-0.0400821,0.0005
2.12729,-0.0655664,0.0005
2.83986,-0.0199374,0.0005
2.80093,-0.0663372,0.0005
2.99476,-0.0507503,0.0005
2.96381,-0.0722147,0.0005
2.2132,-0.0481927,0.0005
2.17342,-0.0245499,0.0005
2.18243,-0.092928,0.0005
2.94889,-0.0360573,0.0005
2.39952,-0.060662,0.0005
2.30123,-0.0994482,0.0005
2.84885,-0.0670607,0.0005
2.83908,-0.0564507,0.0005
2.81255,-0.0272559,0.0005
2.93882,-0.0089175,0.0005
2.59757,-0.0188267,0.0005
2.62686,-0.0282669,0.0005
2.98015,-0.0781474,0.0005
2.38307,-0.0443357,0.0005
2.53237,-0.0983927,0.0005
2.4745,-0.0277862,0.0005
2.5845,-0.0754689,0.0005
2.14664,-0.099285,0.0005
2.28759,-0.0984256,0.0005
2.61684,-0.0254412,0.0005
2.78245,-0.0208033,0.0005
2.13356,-0.0329028,0.0005
2.16956,-0.0901074,0.0005
2.70131,-0.0949539,0.0005
2.58737,-0.0582367,0.0005
2.69294,-0.0563946,0.0005
2.09274,-0.0550363,0.0005
2.82534,-0.00516567,0.0005
2.18994,-0.0381064,0.0005
2.93367,-0.0259541,0.0005
2.70057,-0.0684169,0.0005
2.44848,-0.0525345,0.0005
2.48351,-0.0862029,0.0005
2.99789,-0.0696546,0.0005
2.88171,-0.0230918,0.0005
2.34875,-0.0300926,0.0005
2.8739,-0.0566485,0.0005
2.24635,-0.0105095,0.0005
2.08312,-0.0705496,0.0005
2.02281,-0.0229041,0.0005
2.6285,-0.0783373,0.0005
2.99443,-0.0445769,0.0005
2.82834,-0.0727834,0.0005
2.60271,-0.0390826,0.0005
2.58312,-0.0174006,0.0005
2.47046,-0.0549275,0.0005
2.75744,-0.0373205,0.0005
2.1795,-0.0245885,0.0005
2.38976,-0.0792114,0.0005
2.94599,-0.000986128,0.0005
2.75295,-0.0338037,0.0005
2.70962,-0.0566994,0.0005
2.64425,-0.0912569,0.0005
2.75219,-0.0839999,0.0005
2.89293,-0.055933,0.0005
2.55666,-0.0460907,0.0005
2.84013,-0.0923405,0.0005
2.97694,-0.0634733,0.0005
2.02865,-0.0912838,0.0005
2.20622,-0.0783315,0.0005
2.11163,-0.0443337,0.0005
2.10284,-0.0134925,0.0005
2.21887,-0.0809685,0.0005
2.85741,-0.0114659,0.0005
2.37174,-0.0484245,0.0005
2.62581,-0.0246363,0.0005
2.19547,-0.0961971,0.0005
2.60233,-0.026449,0.0005
2.46619,-0.0658617,0.0005
2.01206,-0.00909302,0.0005
2.8579,-0.00180036,0.0005
2.23784,-0.0546087,0.0005
2.31843,-0.0315438,0.0005
2.33995,-0.0517532,0.0005
2.64462,-0.0387693,0.0005
2.36144,-0.0322548,0.0005
2.10276,-0.00337345,0.0005
2.70721,-0.0556469,0.0005
2.78454,-0.0192174,0.0005
